text,intent,id
can you turn on the tv,smart_home,train-13177
please find my phone,find_phone,train-13178
where should i travel to next,travel_suggestion,train-13179
read my appointments for march 2,calendar,train-13180
i am interested in acquiring a new credit card,new_card,train-13181
when will my tires need to be replaced,tire_change,train-13182
convert inches to centimeters,measurement_conversion,train-13183
what to do if luggage lost,lost_luggage,train-13184
add a block to my capital one bank account so it cannot be used any more,freeze_account,train-13185
do you know how to refer to me,user_name,train-13186
tell me something neat about slinkies,fun_fact,train-13187
do you know any fun facts about australian football,fun_fact,train-13188
i want to know the time,time,train-13189
"could you put a stop on my bank account, please",freeze_account,train-13190
can i increase the credit limit on my old navy card,credit_limit_change,train-13191
i am not sure how to spell punctuation,spelling,train-13192
what's the process for rolling over my 401k,rollover_401k,train-13193
what are ways to improve my credit,improve_credit_score,train-13194
i want my original settings back,reset_settings,train-13195
i need you to schedule a meeting with bob brown at noon the day after tomorrow,schedule_meeting,train-13196
is there someone in the area who can check my engine light since it is on,schedule_maintenance,train-13197
can you figure out how many vacation days i have left,pto_balance,train-13198
give liz a call,make_call,train-13199
what holiday comes next,next_holiday,train-13200
i need to hold off on my account,freeze_account,train-13201
adios ai,goodbye,train-13202
i am ready now to cash in on the many credit card points i have saved up,redeem_rewards,train-13203
set a reminder for later,reminder_update,train-13204
i spent a lot on vacations recently,spending_history,train-13205
how much is my electric bill for this month,bill_balance,train-13206
i need to be notified to clean the room,reminder_update,train-13207
please tell me what i can expect my bank of america interest rate to be,interest_rate,train-13208
how long would i have to wait if i want to go to golden corral,how_busy,train-13209
when will it be in 10 days,date,train-13210
where in the world is there a travel alert,travel_alert,train-13211
translate hello in french,translate,train-13212
go back to factory settings now,reset_settings,train-13213
it would be great if you could tell me my credit card's apr,apr,train-13214
so my card was declined at fry's and i wanna know why,card_declined,train-13215
i don't have that information,maybe,train-13216
please let me know what time it is,time,train-13217
will the money in my capital one account cover a new washing machine,balance,train-13218
please pay electric bill,pay_bill,train-13219
my card has purchases i don't recognize,report_fraud,train-13220
"ai, how long have you been alive",how_old_are_you,train-13221
tell me your hobbies,what_are_your_hobbies,train-13222
my luggage is missing i was on spirit flight ab123 from chicago,lost_luggage,train-13223
tell me the types of subjects are you familiar with,what_can_i_ask_you,train-13224
tell me about today weather,replacement_card_duration,train-13225
can you tell me about the best tourist attractions in sweden,travel_suggestion,train-13226
are there many international transactions fees for the freedom card,international_fees,train-13227
how can i spell avocado,spelling,train-13228
can you tell me how old you are,how_old_are_you,train-13229
"affirmative, go ahead",yes,train-13230
can i apply for a discover card,new_card,train-13231
i need to change the language to french,change_language,train-13232
what name do you call me,user_name,train-13233
i need to know all the recent transactions i've made,transactions,train-13234
"yes, that is a fact",yes,train-13235
what time is my flight supposed to board,flight_status,train-13236
is it easy to change the oil in my car,oil_change_how,train-13237
would being late hurt my credit,improve_credit_score,train-13238
will my mastercard charge me a fee for international transactions,international_fees,train-13239
let me know my vacation time,pto_balance,train-13240
i need to know how much gas i have,gas,train-13241
are you a bot right now,are_you_a_bot,train-13242
can i redeem my credit card on safeway,redeem_rewards,train-13243
that’s incorrect,no,train-13244
what is my bank balance,balance,train-13245
let me know how old you are,how_old_are_you,train-13246
can you check if my order has been delivered,order_status,train-13247
please do me a favor and call brother mario,make_call,train-13248
tell me what i have on my todo list,todo_list,train-13249
do i have enough gas in the fuel tank,gas,train-13250
tell me my minimum citicard payment,min_payment,train-13251
when is my plane scheduled to land,flight_status,train-13252
oven should be set to 350 now,smart_home,train-13253
how do i change my pin number for my payroll account,pin_change,train-13254
how do i change my oil out and what kind should i use,oil_change_how,train-13255
how much highway mpg does it get,mpg,train-13256
what are the atmospheric conditions in sparks,weather,train-13257
where can i find my w2 as i need it for tax reasons,w2,train-13258
i want to know the nutrition info for chicken nuggets,nutrition_info,train-13259
set a brand new timer for eight seconds,timer,train-13260
i need to change my username,change_user_name,train-13261
is it safe to travel to china,travel_alert,train-13262
when is my next direct deposit from my job,payday,train-13263
what's the credit limit on my visa card,credit_limit,train-13264
help me find a good sushi spot in chicago,restaurant_suggestion,train-13265
is there a charge to use my card in japan,international_fees,train-13266
tell me what my day looks like today in terms of meetings,meeting_schedule,train-13267
"i didnt hear what you just said, can you say it again",repeat,train-13268
what's the credit limit on my account,credit_limit,train-13269
"tell me how to change my car's oil, and what type of oil i should buy",oil_change_how,train-13270
tell me how to check my rewards for my american express card,rewards_balance,train-13271
was my bank account frozen for a specific reason,account_blocked,train-13272
is there a way to go by bus to olympia,directions,train-13273
i must learn my routing number,routing,train-13274
i need to know how to convert liters into pints,measurement_conversion,train-13275
jello should stay in the fridge for how long,food_last,train-13276
what are delta's carry-on policies for flights,carry_on,train-13277
will i get charged extra if i use my card while in italy,international_fees,train-13278
who did the programming for this ai,who_made_you,train-13279
what's the quickest way to a bank,directions,train-13280
how can i go about improving my credit score,improve_credit_score,train-13281
what hour and minute is it,time,train-13282
what is my spending limit on my chase sapphire card,credit_limit,train-13283
when will the restaurant be busiest,how_busy,train-13284
set a reminder to go check the mail,reminder_update,train-13285
can you tell me what time this flight is going to land,flight_status,train-13286
can you put mopping on my to do list,todo_list_update,train-13287
do i need a socket converter if i'm going to be in russia,plug_type,train-13288
i want to be updated on the most recent status of my credit card application,application_status,train-13289
"are there any interesting things to do in atlanta, georgia",travel_suggestion,train-13290
give the dice a roll,roll_dice,train-13291
where are you from,where_are_you_from,train-13292
is there enough money in my discover account for a vacation,balance,train-13293
i can't figure out how to spell superficial,spelling,train-13294
would you call me mary,change_user_name,train-13295
how do i rollover my 401k after i got a new job,rollover_401k,train-13296
is there any good place in hawaii for pasta,restaurant_suggestion,train-13297
what is the definition of intelligent,definition,train-13298
is my visa card's apr decent,apr,train-13299
change accent to male british,change_accent,train-13300
definition of anachronism,definition,train-13301
let's go to default settings,reset_settings,train-13302
i need to know this song's name,what_song,train-13303
can you cancel my 5:30 pm table reservation at parc,cancel_reservation,train-13304
pay my water bill from my checking account,pay_bill,train-13305
i want to transfer funds between accounts,transfer,train-13306
explain to me the trivia on twilight,fun_fact,train-13307
can you please turn on my furnace,smart_home,train-13308
what do i do to find my current location,current_location,train-13309
how long will the wait time be at the cheese cake factory,how_busy,train-13310
what is the procedure for getting a new pin number,pin_change,train-13311
the sauce must simmer then go in the oven but for how long,cook_time,train-13312
how many calories does a big mac have,calories,train-13313
"what's the current date, month and year",date,train-13314
how soon before my catering bill is due,bill_due,train-13315
increase your vocals,change_volume,train-13316
flip a quarter,flip_coin,train-13317
can you assist me with reporting that the atm nicked my card,damaged_card,train-13318
look up the kind of fuel i use in my car,gas_type,train-13319
what do i pay currently in income taxes,taxes,train-13320
how do they say hello in brazil,translate,train-13321
can you translate i have to go pee into korean for me,translate,train-13322
can i obtain health benefits,insurance,train-13323
do you know how many calories are in a single chicken breast,calories,train-13324
are you a cat person,do_you_have_pets,train-13325
"restore your factory settings, please",reset_settings,train-13326
how do i go about changing my insurance to a new low monthly premium plan,insurance_change,train-13327
please tell me what i pay in taxes,taxes,train-13328
that’s not correct,no,train-13329
get me a flight booked from houston to phoenix with american airlines,book_flight,train-13330
can you set a timer for me for fifteen minutes starting now,timer,train-13331
i'm low on cherrios can you add that to the shopping list,shopping_list_update,train-13332
"yes, that's it",yes,train-13333
"hey, flip me a coin i call tails",flip_coin,train-13334
can you put in a meeting for the blue room on friday,schedule_meeting,train-13335
what if you want to obtain a new credit card,new_card,train-13336
order more checkbooks for my community account,order_checks,train-13337
do i still have vacation days,pto_balance,train-13338
you can call me jeff,change_user_name,train-13339
roll the 10 sided dice on time,roll_dice,train-13340
has there been any changes in the status of my credit card application,application_status,train-13341
i would like you to increase the speed of your speech please,change_speed,train-13342
i wanna know when should i get my tires changed next,tire_change,train-13343
would you like to tell me a joke,tell_joke,train-13344
last incident of my car in the shop,last_maintenance,train-13345
i've told my financial institution that i'm in africa from august 6 to december 5,travel_notification,train-13346
check how much air is in my tires,tire_pressure,train-13347
what's my current location,current_location,train-13348
what kind of electrical outlets do they use in z,plug_type,train-13349
set your name to hillary,change_ai_name,train-13350
does russia have any travel alerts i should be aware of,travel_alert,train-13351
looks like someone made an unauthorized charge to nike on my account,report_fraud,train-13352
what kinds of things are you knowledgable about,what_can_i_ask_you,train-13353
please show me instructions on how to change my oil,oil_change_how,train-13354
how long will i have to wait if i want to eat at panera,how_busy,train-13355
i lost my purple credit card and need to report it,report_lost_card,train-13356
please only use a whisper when speaking,whisper_mode,train-13357
reserve me a flight from ft lauderdale to houston on southwest,book_flight,train-13358
please list my meetings for today from 8:00 am to 2:00 pm,meeting_schedule,train-13359
i need to know why my bank account is blocking all of activity,account_blocked,train-13360
how is my ai doing,greeting,train-13361
what kinds of things would you be able to help me with,what_can_i_ask_you,train-13362
"how do i find my location, please",current_location,train-13363
transfer $40 from account a to b,transfer,train-13364
what are the subject areas you are knowledgable in,what_can_i_ask_you,train-13365
do you know what the interest rate is on my account,interest_rate,train-13366
do they take reservations at carrabbas,accept_reservations,train-13367
bring up all purchases from target,transactions,train-13368
tell me when i last got paid,payday,train-13369
tell me the amount of pto i have used at this point,pto_used,train-13370
help me find a hotel in that has good reviews in columbus,book_hotel,train-13371
call me by my name,user_name,train-13372
change the pin on my wells fargo account to be 1234,pin_change,train-13373
the new name that i want you to call me is this one,change_user_name,train-13374
do i need to pay any fee if i use my card in japan,international_fees,train-13375
my card got snapped in half,damaged_card,train-13376
when was my last paycheck,payday,train-13377
what is the carry on limit,carry_on,train-13378
i desire to apply for a bank of america travel rewards credit card,new_card,train-13379
definition of zesty,definition,train-13380
what are my carry on options when flying american airlines to trenton,carry_on,train-13381
phone lobby,make_call,train-13382
remind me of what i asked you to remember,reminder,train-13383
what's the climate like in chicago,weather,train-13384
add eggs to my shopping list and remove cheese,shopping_list_update,train-13385
what do you think will be the result of my federal tax return,taxes,train-13386
can you show me how to get more checkbooks by mail,order_checks,train-13387
do you know my credit limit for the visa card,credit_limit,train-13388
"after another eight days, what day will it be",date,train-13389
find a good recipe for meatloaf,recipe,train-13390
i need to know the date of expiration for my credit card,expiration_date,train-13391
what do you do in your free time,what_are_your_hobbies,train-13392
"for the calendar, on february 8 add moms birthday",calendar_update,train-13393
bring up my location,current_location,train-13394
positive,yes,train-13395
what's this song,what_song,train-13396
what are you able to answer,what_can_i_ask_you,train-13397
"from a flight from muscat to qatar, how many carry ons can i take",carry_on,train-13398
how much do i spend going out to eat,spending_history,train-13399
what is the availability of meeting rooms during the afternoon,schedule_meeting,train-13400
what do you make in a year,income,train-13401
how long before the next day off is here,next_holiday,train-13402
does my shopping list include corn,shopping_list,train-13403
i need a flight from nyc to paris with delta,book_flight,train-13404
i am wanting to know how old you are,how_old_are_you,train-13405
can you please obtain an oil change appointment for me,schedule_maintenance,train-13406
what do i usually earn in a day,income,train-13407
proceed to the next song on this playlist,next_song,train-13408
a w2 form can be gotten from where,w2,train-13409
what's the nutritional info for an apple,nutrition_info,train-13410
how busy will panera be at noon,how_busy,train-13411
time zone in miami is like what,timezone,train-13412
could you please schedule a meeting with carrie and lisa,schedule_meeting,train-13413
you have to reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation,train-13414
who do i report to if my credit card snaps,damaged_card,train-13415
put a hold on my bank account please,freeze_account,train-13416
i need to know when i last took my car in for a check up,last_maintenance,train-13417
i need a recipe for chicken pot pie,recipe,train-13418
beginning playing the next tune,next_song,train-13419
are you my worker,who_do_you_work_for,train-13420
will you help me book a place to stay from monday to friday in pittsburgh,book_hotel,train-13421
purchase me dog food,order,train-13422
give me a run down of my meeting schedules for the day,meeting_schedule,train-13423
how high is my credit limit for my chase card,credit_limit,train-13424
can you cancelt the reservation i have for dinner,cancel_reservation,train-13425
set the volume to 4 now,change_volume,train-13426
whats the title of this,what_song,train-13427
i see a suspicious transaction in my account history,report_fraud,train-13428
on my card what all are my latest transactions,transactions,train-13429
i can confirm it is affirmative,yes,train-13430
negate last command,cancel,train-13431
i need to know five dollars in yen and rubles,exchange_rate,train-13432
i really need you to confirm my reservation for kevin at red robin,confirm_reservation,train-13433
how did you save my name,user_name,train-13434
where's a good place to go if i want to see mountains,travel_suggestion,train-13435
how would you put what life is all about,meaning_of_life,train-13436
i need you to let me know what the status of my day off request is,pto_request_status,train-13437
i need help cause my check engine light came on,schedule_maintenance,train-13438
"can i make a reservation for 2 at state bird for 7:30, please",restaurant_reservation,train-13439
how long does it take to bake a pork loin,cook_time,train-13440
explain to me how to rollover my 401k,rollover_401k,train-13441
cancel my reservations for joe's at zepher right now,cancel_reservation,train-13442
are there any transaction fees associated with my navy federal card if i am in germany,international_fees,train-13443
can you increase how much i can spend on my visa,credit_limit_change,train-13444
where's the nearest gas station,directions,train-13445
what's the total i owe on all my bills,bill_balance,train-13446
"i would like my total rewards points balance on my bank of america platinum rewards card, please",rewards_balance,train-13447
can i expect chili's to be busy at 4:30,how_busy,train-13448
how much money did i spend yesterday,spending_history,train-13449
what would your age be,how_old_are_you,train-13450
are you an actual person,are_you_a_bot,train-13451
ai how are you doing today,greeting,train-13452
what do i need to do to change my abc bank account pin number,pin_change,train-13453
i cannot remember what my pin is for my bank of america checking account this moment,pin_change,train-13454
can you help me find my w-2,w2,train-13455
text tony and invite him to my party next saturday,text,train-13456
please change the name of you to tim,change_ai_name,train-13457
i was at costco trying to buy groceries and my card got declined,card_declined,train-13458
tell me how to use credit card points,redeem_rewards,train-13459
give me the date my bill is due,bill_due,train-13460
so where did you live when you were a baby,where_are_you_from,train-13461
how will traffic be at 7am on the way to my job,traffic,train-13462
at what time will my flight land,flight_status,train-13463
how do i give my car a jump,jump_start,train-13464
is there a good fish place in salem,restaurant_suggestion,train-13465
can you tell me about the pets you have,do_you_have_pets,train-13466
that is a completely false statement,no,train-13467
put clean refrigerator on my spring cleaning to do list,todo_list_update,train-13468
can you help me with rolling over my 401k,rollover_401k,train-13469
give me the info of when our next day off is,next_holiday,train-13470
please tell me my current gps coordinates,current_location,train-13471
i want to apply for a mastercard,new_card,train-13472
i go by ted,change_user_name,train-13473
what name should i use when talking with you,what_is_your_name,train-13474
im going to be in canada from august 10th until august 12th,travel_notification,train-13475
how can i improve my credit score,improve_credit_score,train-13476
when is it right now,time,train-13477
direct me to the closest korean grocery,directions,train-13478
"could you play the next song on this playlist, please",next_song,train-13479
what thoughts do you have about making dinnner tonight,meal_suggestion,train-13480
will you connect to my phone,sync_device,train-13481
show me my shopping list,shopping_list,train-13482
what is the expiration date of my current card,expiration_date,train-13483
can you find me a recipe for ribs,recipe,train-13484
tell me my current credit rating,credit_score,train-13485
"my credit card has been stolen, please report it",report_lost_card,train-13486
has the order that i placed arrived,order_status,train-13487
where do i find the routing number for navy federal,routing,train-13488
that's a definite yes,yes,train-13489
how long does it take to get to the mall in las vegas,distance,train-13490
i need you to confirm my reservation for outback steakhouse at 6,confirm_reservation,train-13491
i would like to pair this with my new phone,sync_device,train-13492
am i the one you work for,who_do_you_work_for,train-13493
are car rentals available out of new york from march 2 to march 3,car_rental,train-13494
tell me a joke about lawyers,tell_joke,train-13495
can you show me how to order some more checks for my chase account,order_checks,train-13496
is there any opinions on the sushi at yakamoto,restaurant_reviews,train-13497
what do you have my name saved under,user_name,train-13498
what are my recent transaction,transactions,train-13499
what is the apr on my master card,apr,train-13500
"could you skip to the next song on this playlist, please",next_song,train-13501
will you get a coin and flip it,flip_coin,train-13502
is regular gas ok or does this car need something else,gas_type,train-13503
do i have many meetings today between 2 and 4,meeting_schedule,train-13504
i need to know more about my health plan,insurance,train-13505
i'd like you to speak a bit slower,change_speed,train-13506
i am thinking of switching to a different insurance plan,insurance_change,train-13507
tell me when my next paycheck will be here,payday,train-13508
please set a timer for,timer,train-13509
"i would like to change the pin on my checking account, please",pin_change,train-13510
"when you talk to me, use bob",change_user_name,train-13511
how do i speed up the speech of this ai,change_speed,train-13512
is there enough money in my discover account for a new pair of jeans,balance,train-13513
how do you spell out wednesday,spelling,train-13514
hi how are you,greeting,train-13515
what time is it right now in cst,time,train-13516
put milk on my shopping list cause i'm out of it,shopping_list_update,train-13517
can you get me a recipe for mashed potatoes,recipe,train-13518
is my card set to expire soon,expiration_date,train-13519
"yes, that's correct",yes,train-13520
is there a surcharge for using my card in italy while i'm there,international_fees,train-13521
can you please speed up your speech,change_speed,train-13522
what's the time in tokyo,time,train-13523
i want to know how many vacation days i have,pto_balance,train-13524
i want to pay my water bill,pay_bill,train-13525
who brought you to life,who_made_you,train-13526
what do i need to make chicken salad,ingredients_list,train-13527
i need for you to play my maroon 5 playlist,play_music,train-13528
how is the weather in miami,weather,train-13529
what time should i cook noodles for,cook_time,train-13530
are you able to tack my package,order_status,train-13531
how's my gas supply looking,gas,train-13532
i need to go now,goodbye,train-13533
can you tell me where flight dl123 is,flight_status,train-13534
make sure my to do list is completely clear please,todo_list_update,train-13535
"the creator of your ai, what is their name",who_made_you,train-13536
can you play right above it,play_music,train-13537
i gotta know when should i get my oil changed next,oil_change_when,train-13538
text nick and tell him the car's ready,text,train-13539
do you have a list of funny jokes,tell_joke,train-13540
how to create a new aaa insurance plan,insurance_change,train-13541
turn it up please,change_volume,train-13542
how long to microwave a frozen dinner,cook_time,train-13543
check the status of my order,order_status,train-13544
are there activities that you enjoy doing in your free time,what_are_your_hobbies,train-13545
how many dollars can i exchange for 10000 rubles,exchange_rate,train-13546
please set timer for 4 pm,timer,train-13547
what do i do to change my car's oil,oil_change_how,train-13548
when is my credit card going to expire,expiration_date,train-13549
what is the reason i am locked out of my bank account,account_blocked,train-13550
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",book_hotel,train-13551
what's your design company,who_made_you,train-13552
erase all items on my todo list,todo_list_update,train-13553
let me know my tax rate,taxes,train-13554
credit card annual rate,apr,train-13555
what's the traffic like on my way to the terminal,traffic,train-13556
i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,book_flight,train-13557
how shall i find my current location,current_location,train-13558
please set my account as frozen,freeze_account,train-13559
please book me an uber ride to the stadium,uber,train-13560
will it be okay for me to eat my leftover turkey from monday that's been in my fridge,food_last,train-13561
can you help me with anything i need,what_can_i_ask_you,train-13562
i need to know whether you are a cat or dog person,do_you_have_pets,train-13563
can you slow down,change_speed,train-13564
let me use my credit card points,redeem_rewards,train-13565
i need to get some assistance figuring out how to rollover my 401k,rollover_401k,train-13566
how do i change pounds into kilograms,measurement_conversion,train-13567
what's the nutritional info for potato skins,nutrition_info,train-13568
how many stars does la vignette have,restaurant_reviews,train-13569
would you book me a flight to miami from dallas on southwest airlines,book_flight,train-13570
i am needing to know what kind of pets you have,do_you_have_pets,train-13571
is there a way i can change the name you use to address me,change_user_name,train-13572
do you think i could get a target gift card with my credit card points,redeem_rewards,train-13573
what is 2 francs in euros,exchange_rate,train-13574
"would you say that again, please",repeat,train-13575
how long does it take to get to dallas by bus,distance,train-13576
what are the weather conditions in seattle,weather,train-13577
please convert 2 inches into meters for me,measurement_conversion,train-13578
can you call an uber for 2 to go to proof on main,uber,train-13579
what is the status of my frontier flight,flight_status,train-13580
can you help me with seattle car rental bookings,car_rental,train-13581
what did i put on my shopping list,shopping_list,train-13582
how many calories are in a cookie,calories,train-13583
what can i ask you to accomplish,what_can_i_ask_you,train-13584
"i need an uber with a car seat for 2 adults and one child to take us to wilmington, de",uber,train-13585
can i use sour cream in place of creme fraiche,ingredient_substitution,train-13586
"what the heck, where's my luggage!",lost_luggage,train-13587
how much did my state taxes change,taxes,train-13588
where is the location that you were made,where_are_you_from,train-13589
can you go to amazon a repurchase my last purchase,order,train-13590
what was the amount that i spent on fidelity visa last month,transactions,train-13591
what is my name saved as in your system,user_name,train-13592
is it likely my credit card application has processed yet,application_status,train-13593
what are the steps i need to follow to make chewy rice krispies treats,recipe,train-13594
do i need to protect myself with some shots for a trip to vietnam,vaccines,train-13595
i need to find my w2 so i can do taxes,w2,train-13596
what name do you have saved for me,user_name,train-13597
"i can't find my mastercard and i want to report it as lost, please",report_lost_card,train-13598
"i've had eggs in the fridge since monday, are they still safe",food_last,train-13599
tell me where you were born,where_are_you_from,train-13600
please cancel my reservation for chris at brio,cancel_reservation,train-13601
weather in costa mesa,weather,train-13602
can you switch to whisper mode,whisper_mode,train-13603
how much money do i have in my account,balance,train-13604
can you tell me what my name is,user_name,train-13605
what's the interest rate i have from illinois national,interest_rate,train-13606
book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation,train-13607
can you show me how to set up direct deposit,direct_deposit,train-13608
what items do i have on my calendar for easter,calendar,train-13609
send 100 dollars from checking to savings,transfer,train-13610
"what day is our next free day on the calendar, please",next_holiday,train-13611
where did they make you,where_are_you_from,train-13612
is traffic heavy on my route to washington,traffic,train-13613
this song should be add this on my rock playlist,update_playlist,train-13614
can you show me where i am on a map,current_location,train-13615
"i'd like you to book me a room in austin near google's headquarters from january 01, 2020 to february 02, 2020",book_hotel,train-13616
"please flip a coin for me, tails i win",flip_coin,train-13617
that's a hard no from me,no,train-13618
no that isn't correct,no,train-13619
can you tell me what the weather will be please,weather,train-13620
please let my bank know that i will be in uruguay from january to august,travel_notification,train-13621
how to set up direct deposit for paychecks,direct_deposit,train-13622
what's the usual time to get a new card when your previous one was lost,replacement_card_duration,train-13623
will you please confirm my reservation for march 11 at 6:30 pm,confirm_reservation,train-13624
what's the weather looking like,weather,train-13625
please find out how many days off i have used by this point,pto_used,train-13626
i think that's true,yes,train-13627
tell me the ingredients in pizza,ingredients_list,train-13628
do you have any jokes to tell me,tell_joke,train-13629
you've been a great help,thank_you,train-13630
how man z's are in zombie,spelling,train-13631
look up whether my 401k may be rolled over,rollover_401k,train-13632
what's tomorrow on the calender,date,train-13633
where can i find my tax form to report what i earn,w2,train-13634
how long would a bus to the empire state building take,distance,train-13635
am i allowed carry ons for my flight with westjet to edmonton,carry_on,train-13636
i don't have any checks left; please order some,order_checks,train-13637
i need to know the travel alerts for kenya,travel_alert,train-13638
is the air pressure on my tires low,tire_pressure,train-13639
how do i jump start my vehicle,jump_start,train-13640
what is the aid i get from these health benefits,insurance,train-13641
what name do you call me by,user_name,train-13642
please tell me the amount of gas i have,gas,train-13643
will i need to use a plug converter in el salvador,plug_type,train-13644
"can you tell me how to say 'i do not speak much spanish', in spanish",translate,train-13645
who made your algorithms,who_made_you,train-13646
return to your factory settings,reset_settings,train-13647
help me find things to do in nashville,travel_suggestion,train-13648
can you text arthur and tell them im almost there,text,train-13649
could you connect to my phone,sync_device,train-13650
how good are the ratings for peter luger steakhouse,restaurant_reviews,train-13651
i appreciate the help,thank_you,train-13652
where is my credit score located,credit_score,train-13653
my card has a deep crease through the middle so i would like to report it,damaged_card,train-13654
what timezone is detroit in,timezone,train-13655
please tell me if a coin flip lands on heads or tails,flip_coin,train-13656
add bread to my list of things to buy,shopping_list_update,train-13657
who knows,maybe,train-13658
go ahead and pay my american express bill now,pay_bill,train-13659
is there enough money in my account for expenses,balance,train-13660
i need to listen to my beyonce playlist,play_music,train-13661
"between october 7th and october 10th, i'd like for there to be a pto request for me",pto_request,train-13662
thanks for your response,thank_you,train-13663
please inform me of the types of subjects are you familiar with,what_can_i_ask_you,train-13664
who would you say that you are working for,who_do_you_work_for,train-13665
make the lights dimmer please,smart_home,train-13666
i would like to know my car's tire pressure please,tire_pressure,train-13667
how can i schedule a vacation request,pto_request,train-13668
can you remind me what i was trying to remember,reminder,train-13669
what is your boss's name,who_do_you_work_for,train-13670
i'd like to hear a joke,tell_joke,train-13671
the timezone of italy is what,timezone,train-13672
did they process the credit card i applied for,application_status,train-13673
can you get rid of my trip to the zoo from my calendar on march 1st,calendar_update,train-13674
what exactly can you help me with,what_can_i_ask_you,train-13675
please put taco night on the house calendar date of january 6,calendar_update,train-13676
add yosemite to my rap playlist,update_playlist,train-13677
lets look up my credit score,credit_score,train-13678
how do vietnameses people say hello,translate,train-13679
how long can i put pizza in the fridge,food_last,train-13680
how much cad can i get with my one usd,exchange_rate,train-13681
will i be charged if i use the card in italy,international_fees,train-13682
what is the sum of 8 + 3,calculator,train-13683
how to calculate my interest rate,interest_rate,train-13684
don't you work for your self,who_do_you_work_for,train-13685
what name should i use to call for you,what_is_your_name,train-13686
tell me what you do in your free time,what_are_your_hobbies,train-13687
what's the reason for a hold on my wells fargo account,account_blocked,train-13688
can you list each item on my reminder list,reminder,train-13689
does applebees have alright reviews,restaurant_reviews,train-13690
can some more checkbooks get mailed to me,order_checks,train-13691
is the dollar strong against the yen today,exchange_rate,train-13692
can you tell me when our next day off is,next_holiday,train-13693
whats the max i can spend on my visa,credit_limit,train-13694
send mom a text i'll talk to you later,text,train-13695
can you tell me what's the car's tire pressure,tire_pressure,train-13696
i wanna know what kinds of pets you have,do_you_have_pets,train-13697
read back to me my to do list,todo_list,train-13698
how do you create pork chili,recipe,train-13699
i am going out of country and my bank needs to be notified,travel_notification,train-13700
any status update on my day off request,pto_request_status,train-13701
how can i get more checks for my commerce bank checking account,order_checks,train-13702
how do i replace my insurance,insurance_change,train-13703
i need to track my package,order_status,train-13704
how much is my amex's apr,apr,train-13705
show me my credit score please,credit_score,train-13706
let me know what's on my list of reminders,reminder,train-13707
did my visa card app go through yet,application_status,train-13708
unsync from my phone,sync_device,train-13709
my insurance policy needs to be adjusted,insurance_change,train-13710
can you find my package in transit,order_status,train-13711
call off the dinner reservation,cancel_reservation,train-13712
"usually, how long does is the commute to brooklyn by bus",distance,train-13713
"i replaced my tires in december, when should i replace them again",tire_change,train-13714
resume my death metal playlist,play_music,train-13715
how do i convert inches and centimeters,measurement_conversion,train-13716
"that is true, yes",yes,train-13717
how do they say hello in germany,translate,train-13718
how are the reviews for spaghetti at the olive garden,restaurant_reviews,train-13719
what is the ai's name,what_is_your_name,train-13720
what makes you happy in your free time,what_are_your_hobbies,train-13721
i would like to know the minimum payment for my credit card,min_payment,train-13722
i would like to know tomorrow's date,date,train-13723
can you tell me how much i pay in taxes,taxes,train-13724
how long's it been since my car was at autozone,last_maintenance,train-13725
change back to default settings,reset_settings,train-13726
what'll this car do for gas mileage on the open road,mpg,train-13727
can you tell me the age of the ai,how_old_are_you,train-13728
i'm uncertain,maybe,train-13729
adjust speech rate to a faster setting,change_speed,train-13730
what is my annual percentage rate,interest_rate,train-13731
will they let me up my credit limit to $1000,credit_limit_change,train-13732
can you pull up my most recent transactions,transactions,train-13733
let bill and craig know where i am,share_location,train-13734
how do you usually refer to me,user_name,train-13735
my checking account needs a new pin number,pin_change,train-13736
i want my paycheck to go directly to my bank account,direct_deposit,train-13737
please book a car for me in ho chi minh,car_rental,train-13738
i seem to have lost the pin for my retirement account,pin_change,train-13739
what is the interest rate on my charles schwab checking account,interest_rate,train-13740
i need to know the preparation time required for fried chicken,cook_time,train-13741
who is you employer,who_do_you_work_for,train-13742
will you notify me when my new card is on the way,replacement_card_duration,train-13743
what's the total of days i've taken for me time so far,pto_used,train-13744
can you use the male british accent,change_accent,train-13745
x is who i need to call,make_call,train-13746
what time is it now,time,train-13747
tell me what type of fuel i need to use for this car,gas_type,train-13748
can you tell me the next holiday,next_holiday,train-13749
please turn my fan on,smart_home,train-13750
when does the car payment come due,bill_due,train-13751
set a five minute timer please,timer,train-13752
could i rent a car in seattle from next monday to thursday please,car_rental,train-13753
"book an uber with the destination set to david's house, please",uber,train-13754
i don't know how to spell mississippi,spelling,train-13755
what's my irs bill going to look like,taxes,train-13756
my new playlist well be having god's plan adding to it,update_playlist,train-13757
what type of pizzas are available for dinner,meal_suggestion,train-13758
i need to know trivia on star wars,fun_fact,train-13759
what is the minimum i can pay for my light bill,min_payment,train-13760
what will you refer to me as,user_name,train-13761
how much mpg do i have,mpg,train-13762
prove that you're a person,are_you_a_bot,train-13763
teach me how to change my oil,oil_change_how,train-13764
are there any decent places to get seafood in seattle,restaurant_suggestion,train-13765
