text,id
what should i do to get my car jump started,test-3520
is there a charge to use my card in croatia,test-3521
im going to call you xander,test-3522
what's the status of my jetblue flight,test-3523
friday 5pm schedule a room for meeting,test-3524
tell me when my last oil change was,test-3525
"what time is it right now in adelaide, australia",test-3526
what is my b of a credit card's apr,test-3527
stop talking,test-3528
how do i submit an application for a discover card,test-3529
do you mind if i ask how old you are,test-3530
i want to pay my bill,test-3531
will i run out of gas before i reach atlantic city,test-3532
give me a fun fact about kangaroo,test-3533
what company did this design,test-3534
i need my routing number for my checking account at bb&t bank,test-3535
can you help me unlock my bank account,test-3536
call sal,test-3537
can you tell me something funny about science,test-3538
what is the answer to life,test-3539
how would i say nice to meet you if i were russian,test-3540
which insurance plan to i have,test-3541
restart your actions with the original settings you came with,test-3542
what's my phone's location,test-3543
tell me what meal to eat from texas,test-3544
can you tell me my name for me,test-3545
hey there,test-3546
how healthy is blueberrys,test-3547
why can't i use my credit card,test-3548
give me some ideas of what to do during my trip to dallas,test-3549
when will the replaecment card arrive,test-3550
how much vacation time have i earned,test-3551
spell curiosity for me,test-3552
do i need to apply for a visa for my trip to india,test-3553
inform me on what my credit card's apr is,test-3554
"great talk, thanks",test-3555
change audio settings to the whisper option,test-3556
when does the honey expire,test-3557
"um, i'm not totally sure",test-3558
can you find me a brisket recipe,test-3559
are you a person or robot,test-3560
call me mike from now on,test-3561
what did i ask you to remind me of,test-3562
i would like to put 100 dollars from the checking into the savings account now,test-3563
how many grams are in 9 kilograms,test-3564
what is my routing number to my checking account at bb&t bankj,test-3565
will there be heavy traffic near downtown philadelphia from lincoln drive in the next two hours,test-3566
please send my location to kevin and also to lucy,test-3567
where do i go to order more checks for my well's fargo account,test-3568
what do i do if my car battery died,test-3569
is it possible to take an uber to burger king,test-3570
what is the current day,test-3571
"i want a hotel with good review in honolulu, can you find one",test-3572
speak to me in dutch,test-3573
i need a timer for 45 minutes,test-3574
does z used the same plus as we do in the united states,test-3575
find a recipe for baked ziti,test-3576
can you go to the next song,test-3577
where can i find when my car payment bill is due,test-3578
check the status of my credit card application for me,test-3579
what's the status of my virgin airlines flight,test-3580
can you place an order for the olive oil i just finished,test-3581
my tires are 29 months old should u change them,test-3582
i am flying to finland and wanna know the carry-on rules,test-3583
how do i find the interest rate for my checking account,test-3584
say again please,test-3585
i need to know the type of gas for this car,test-3586
use the female voice,test-3587
where would i search for my location,test-3588
how much was my last target trip,test-3589
how can i change to new insurance plan,test-3590
electrical plugs used in that country,test-3591
how much will my monthly bill be,test-3592
when will i arrive at hy-vee,test-3593
turn on the tv on channel 6,test-3594
share my location to susan,test-3595
what is the carry-on policy for flights on the airline called jetblue,test-3596
tell me fun facts on science topics,test-3597
i want to know what my routing number is,test-3598
how much credit do i have on my discover card,test-3599
are there restrictions for carrying lighters in my backpack on a plane,test-3600
take tennis practice off my to do list,test-3601
how long has it been since i last took my car to the shop,test-3602
how many minutes are involved in the preparation of curry,test-3603
i want my account locked out,test-3604
what is the time in the usa,test-3605
can i used the same type of plug in z as i do in the us,test-3606
i need la's time zone,test-3607
do i have transaction fees if i use my american card internationally,test-3608
the car you are driving uses what kind of gas,test-3609
that can't be true,test-3610
michael will reserve a table for two at 7:00pm for olive garden,test-3611
definitely,test-3612
what is the longest i can leave meatballs in sauce in the freezer before it is no longer safe to eat,test-3613
please cancel the last input,test-3614
tell me when to get my tires changed,test-3615
text katy and tell her i love her,test-3616
for the holidays when is the next one we do here,test-3617
where do i look to get a w2,test-3618
what number is my credit score currently,test-3619
would you describe yourself as a cat or dog person,test-3620
"can you spell out ""annulment",test-3621
that's incorrect,test-3622
confirm my reservation for march 12 at 9:00 am,test-3623
do i have any appoints set for my calendar april 3rd,test-3624
do you know my phone's location,test-3625
i want to only use the whisper sound,test-3626
connect to my device,test-3627
for my savings account i would like to know the interest rate,test-3628
what date is it tomorrow,test-3629
where can i find information on oil changes for my car,test-3630
it was great talking to you,test-3631
i'll be confirming my reservation for joseph at red lobster,test-3632
find out what song this is,test-3633
you have yo go to school on calendar,test-3634
can i call you james instead,test-3635
whens your birthday,test-3636
speak spanish please,test-3637
i would like the interest rate for my savings account,test-3638
is it alright to switch applesauce for oil,test-3639
please tell me how to find out when my rent is due,test-3640
rent a car for 3/1 through 3/3 in boston; i'd prefer an suv,test-3641
will i be charged a transaction fee on my discover card in cuba,test-3642
what type of gas goes into the car,test-3643
give me the status on my united airlines flight,test-3644
check meeting rooms available between one and three pm,test-3645
"book me a flight to jackson, mississippi from austin texas on american airlines",test-3646
prioritize to the settings you started with,test-3647
tell me a fun fact about cars,test-3648
can you tell me my bank balance,test-3649
tell me what my savings account routing number is,test-3650
did i set a day on my calendar for voting in the next election,test-3651
what are the size limits regarding-carry on bags,test-3652
set the ceiling fan to low,test-3653
how much gas do i have here,test-3654
check my checking balance,test-3655
will my fico score decrease if i increase my student loan debt,test-3656
can you tell me if there are meeting rooms available between 1 and 4,test-3657
please set a reminder for me to put the clothes in the dryer,test-3658
how much flour do i need for a strawberry cake,test-3659
can you unlock my bank account,test-3660
can you tell me the time zone for la,test-3661
please tell me what the date is tomorrow,test-3662
please help me report my lost card,test-3663
where am i currently located,test-3664
what should i call you,test-3665
what company made this ai,test-3666
i want to know the ingredients for making pizza,test-3667
are there travel alerts in mexico,test-3668
please reserve a meeting room for 1:00 pm on tuesday,test-3669
"at 7, i need a table for 3 at olive garden",test-3670
"what's the proper way to spell ""helicopter",test-3671
"what do i call you, ai",test-3672
what is the total amount i spent last week,test-3673
can you roll a 10-sided dice for me,test-3674
"whisper mode, please",test-3675
where can i get my w2 from,test-3676
what is expire of milk,test-3677
call alexa at home,test-3678
can i update my insurance policy,test-3679
help me to remember to pick up stan later,test-3680
"i was trying to get food at publix, why was my card declined",test-3681
give me your name so i can use you,test-3682
how many days are remaining on my vacation days,test-3683
i have no idea where my luggage is,test-3684
slow down your voice,test-3685
are you okay,test-3686
how could i replace my oil and what form of oil ought to i take advantage of,test-3687
my tires are filled enough or no,test-3688
i don't want you connected to my phone anymore,test-3689
what is the balance on my vacation days,test-3690
speak in german,test-3691
what is the name of this song that's on right now,test-3692
should i get a travel visa if i want to go to guyana,test-3693
where can i satisfy my craving for french food in milwaukee,test-3694
what do you do on off days,test-3695
will you be sure to add this current song to my sleep playlist,test-3696
turn on top 20 country hits,test-3697
can you tell me my vehicles mpg,test-3698
what's your age right now,test-3699
how do i get stuff with visa points,test-3700
when will my oil change be due for this car,test-3701
would it be ok to use butter instead of oil,test-3702
tell me the answer to 1000 divided by 40,test-3703
can you add an event to my calendar,test-3704
give me the nutritional details for a cup of yogurt,test-3705
please play my list of reminders,test-3706
what is the minimum i can pay on my insurance bill,test-3707
what is the solution to sixty times thirty,test-3708
i wanna know how many pounds are in 10 kilos,test-3709
"i'm going to be in mexico from thursday to friday, so can you let my bank know",test-3710
tell me how many days off i have taken so far,test-3711
make a 10 minute timer,test-3712
give me a joke about the topic of television,test-3713
there seems to be an issue with my account,test-3714
can you roll a ten sided die and tell me the number,test-3715
what is the timeframe for getting my tires changed,test-3716
"hi, how are you",test-3717
do i have a ways to go or am i close to getting to penn station,test-3718
i am unable to say,test-3719
give me instructions for an oil change,test-3720
book a flight from new york to la for less than 200 dollars,test-3721
clear my calendar for november 11th,test-3722
what's the annual percentage rate for my credit card,test-3723
i gotta know how low are my tires on air,test-3724
change to the female voice,test-3725
how many mexican pesos can i get for one us dollar,test-3726
how many dollars have i spent on coffee this month,test-3727
when should i get the oil changed in my car,test-3728
tell me the items in my shopping list,test-3729
how much moola is in my bank accounts,test-3730
can i know what type of things you can help me with,test-3731
what interest rate does my checking account come with,test-3732
how is my order doing right now,test-3733
what is my bank routing number,test-3734
how would i say how are you today if i were mexican,test-3735
do you have a name for me,test-3736
can you identify this song that's playing,test-3737
that is most definitely false,test-3738
how soon till i need to change my tires,test-3739
i want to hear the female voice from now on,test-3740
"denver's timezone is a mystery, i wonder where its located",test-3741
can i take an uber to the statue of liberty,test-3742
i would like to know my debit card's rewards balance,test-3743
confirm the john reservation at applebee's,test-3744
i want to know if i will be safe if i travel to europe,test-3745
thanks so much ai,test-3746
what's the current apr on my credit card,test-3747
please share my federal taxes total with me,test-3748
inform my bank i'm seeing italy,test-3749
i need to get four people to red lobster; can you order me an uber,test-3750
just flip a coin,test-3751
i need to get a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix,test-3752
please buy me something,test-3753
what's my map location,test-3754
what are the transaction fees associated with my discover card if i am in rome,test-3755
what is the timezone for san francisco,test-3756
hello there ai,test-3757
please tell me how to get a new credit card,test-3758
what day did i last take my car to the shop,test-3759
add this to my rock playlist,test-3760
is it possible to use starch instead of flour,test-3761
is the bill due,test-3762
what's the result of a 10-sided dice roll,test-3763
"tell me my routing number at my bank, community trust",test-3764
how much money do i make,test-3765
on what day is our next day off,test-3766
inform me how many pounds are in 10 kilos,test-3767
what information can you give me on the meaning of life,test-3768
can you change to the male voice,test-3769
tell me what 1875 plus 3459 equals,test-3770
could someone look at my check engine light that's on,test-3771
do i need to change my oil soon,test-3772
where do i go if i am seeking the routing number of dallas capital,test-3773
show me the reviews for the new jalapeno fries at taco bell,test-3774
go ahead and find me a hotel with good reviews in phoenix,test-3775
share location with david,test-3776
find the closest cvs near galleria mall,test-3777
can you text dave and tell him i like his paper,test-3778
mexico travel alerts,test-3779
i want a new insurance plan,test-3780
give me my to-do list,test-3781
what company did the design for this,test-3782
how long does it take to get downtown by bus,test-3783
is there a list of good credit cards i can choose from to apply for,test-3784
i'm leaving for montreal tomorrow and need to let my bank know,test-3785
so i get charged if i use my card in france,test-3786
are there transaction fees using my discover if i'm in cuba,test-3787
can you repeat that,test-3788
can you tell me what hobbies the ai has,test-3789
i want to set up direct deposit,test-3790
add current song to rock playlist,test-3791
i need to change the credit limit i have,test-3792
switch over to whisper mode,test-3793
suggest some things for me to do while i am in los angeles,test-3794
speak it again slowly,test-3795
my card has become too frayed and torn to use,test-3796
what taxes will i owe from my income,test-3797
how old would you be,test-3798
is our next day off soon,test-3799
what are some local attractions in portland,test-3800
"flip us a coin, i call heads",test-3801
i need to rent a car for may 10th to may 15th in lizton and i'd like a bmw,test-3802
can you tell me how to change my oil please,test-3803
what do i need to do to get my car jump started,test-3804
tell ann and scott where i am,test-3805
i'd like to start calling you jake,test-3806
let me know which company were you designed by,test-3807
do you have any pets,test-3808
time to replace my credit card,test-3809
which timezone is denver located,test-3810
set a reminder for when the turkey is finished cooking,test-3811
give me my credit rating,test-3812
i would like to hear a joke,test-3813
where can i find my routing number,test-3814
what is the calorie count of a burrito,test-3815
are there any problems with my bank account,test-3816
would you change your voice to the male british accent for me,test-3817
my tires are how low on air,test-3818
tell me today's fun fact,test-3819
i need to know how to change oil in a car,test-3820
what kind of traffic can i expect at 9:00 on the route to detroit,test-3821
where is the nearest k mart,test-3822
chase account options direct deposit,test-3823
for my chase account can i order some checkbooks,test-3824
ai roll the dice,test-3825
i need to know when my water bill is due,test-3826
is there a long wait at chili's around 5:00,test-3827
i need to know all my spending transactions,test-3828
how come i got declined,test-3829
what shall i do now that my battery is dead,test-3830
please switch to the girl voice,test-3831
what's the calorie content of chicken nuggets,test-3832
can you set an alarm,test-3833
please give me the approximate amount of time i will need to go from jfk international airport to penn station,test-3834
"can you tell me what the traffic is usually like at 7:00 pm from philadelphia to ocean city, new jersey",test-3835
i was trying to use my card to get food at publix but it got declined,test-3836
i am really not sure,test-3837
is my luggage lost,test-3838
where is the nearest marijuana dispensary to kentucky fried chicken,test-3839
do you know if l'arpege will ask for reservations,test-3840
do i need a visa to travel outside of the us,test-3841
how bad is traffic at 9:00 going to detroit,test-3842
can you repeat the question again,test-3843
i think this transaction is bogus,test-3844
"what is the correct spelling of the word comity, since i do not know",test-3845
what's the apr on my capital one venture card,test-3846
would you consider my apr to be good,test-3847
please book me a place to stay in phoenix from the 5th to the 9th of march,test-3848
i want to cook a lasagna please tell me how long it will take,test-3849
"send twelve dollars between cabelas and bank of london accounts, please",test-3850
what's my savings account interest,test-3851
where are you coming from,test-3852
will you schedule a conference room for thursday at 4:00,test-3853
what can i get with my mastercard points,test-3854
i need a table at gemma for nine at two,test-3855
i need to know status of my day off request,test-3856
i wanna get my w-2 form,test-3857
"please flip a coin, i choose heads!",test-3858
"does my card ending in 1234, or any of my cards, expire soon",test-3859
need to increase credit limit for chase card,test-3860
text dan and tell him to go home,test-3861
i need you to talk to me about your hobbies,test-3862
what do you call me,test-3863
what region were you born,test-3864
can you teach me how to change my oil in my car,test-3865
did i take my car to the mechanics recently,test-3866
what's the weather like today,test-3867
change to girl voice,test-3868
whats the exchange rate for us dollars to british pounds,test-3869
i need assistance scheduling a meeting,test-3870
i need to know the answer to 10000 multiplied by 44,test-3871
start a timer please,test-3872
cross grocery shopping off the todo list,test-3873
what is it like the temperature at ac,test-3874
define the meaning of life for me,test-3875
dial up dominos pizza,test-3876
"i need to make an appointment for an oil change, please",test-3877
reverse a table for 5 at burger king under the name sara at 6,test-3878
what is the weather like,test-3879
what do you think about changing your name to heath,test-3880
tell me nutritional info for brocoli,test-3881
hush,test-3882
what is the number of calories in a steak,test-3883
tell me where i am,test-3884
what's the meaning of naff,test-3885
i need a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix,test-3886
from where did you originate,test-3887
if you have hobbies tell me some of them,test-3888
repeat please,test-3889
give me some ideas for boosting my credit score,test-3890
delete all calendar entries on march 3,test-3891
what's my spending limit on my discover,test-3892
name the person or group that programmed you,test-3893
give me restaurant reccomendations,test-3894
when is my electricity due date,test-3895
where is my location,test-3896
can you switch to the male voice,test-3897
"have i earned points with my venture card, and how many",test-3898
can you give me the timezone for the country,test-3899
do you know if taco bell takes reservations,test-3900
i would like you to remind me to do something,test-3901
roll a four sided die for me,test-3902
what time is it in phoenix,test-3903
what's the ultimate day for me to pay the internet bill,test-3904
i'd like to start calling you lover,test-3905
i want to shop using credit card points,test-3906
can you tell me what you are called,test-3907
what transactions do i have on groceries from yesterday,test-3908
if i go to indonesia would i need a visa,test-3909
get me directions to phoenix,test-3910
can you teach me how to change my oil,test-3911
what was my recent transaction on my visa card,test-3912
do play the music by linkin park,test-3913
can i use apples instead of oranges in this recipe,test-3914
i need you to tell me the credit limit for my republic bank card,test-3915
what ingredients are in tacos,test-3916
what have i spent things on,test-3917
can i increase the credit limit on my capital one card,test-3918
"can you suggest a thai restaurant, please",test-3919
should i schedule a car maintenance,test-3920
what taxes do i owe,test-3921
how long does chicken curry last in the freezer before it's spoiled,test-3922
walk me through the steps involved in changing my oil,test-3923
what day of the month do i have to pay my mortgage,test-3924
what is the number of pto days i have left,test-3925
my card got declined; why,test-3926
how much do i pay the irs,test-3927
tell me when my water bill is due,test-3928
cancel whisper mode,test-3929
what do my vacation days amount to,test-3930
what is the carry-on policy for flights on jetblue,test-3931
tell me how to get my points from credit card use cashed in,test-3932
will this recipe still be good if i use milk instead of eggs,test-3933
tell me what i have on my shopping list,test-3934
empty the contents of my to do list,test-3935
do you know if vacation got approved,test-3936
can someone look at my check engine light,test-3937
your birthday please,test-3938
tell me what this song is called,test-3939
"i'd like to make a reservation at rooth chris, can you do that",test-3940
would you say it again please,test-3941
"ai pick up the dice, then drop it",test-3942
tell me what my wells fargo credit card apr is,test-3943
"um, i'm not actually sure",test-3944
text courtney and inform her about the detour,test-3945
how's my gasoline how much do i have left,test-3946
do i need a states visa to get to cuba,test-3947
vacation request please,test-3948
how much money have a spent in the last week,test-3949
either one might be,test-3950
can you add eggs to my shopping list,test-3951
when would you change my tires,test-3952
correct spelling for aaron,test-3953
what's the date today,test-3954
tell time for another city: dallas,test-3955
start the next song,test-3956
how do you describe yourself: as a computer or a human,test-3957
please begin a timer,test-3958
when will my vacation time be confirmed,test-3959
"i like the female voice, switch please",test-3960
can you tell me what you can help with,test-3961
i'm going to need an uber for 4 people to go to patty's bar,test-3962
any news on my vacation,test-3963
how long will it take to cook a lasagna,test-3964
what time is it in california,test-3965
i want to get the w-2 form,test-3966
where do i go to find the interest rate on my savings account,test-3967
show me ideas for hamburger,test-3968
what's the status on my application for the hsbc credit card,test-3969
i want the current song added to my pregame playlist,test-3970
do i need a visa to get to puerto rico,test-3971
have there been any travel alerts for the us,test-3972
what day will i earn my payment from work,test-3973
tell jim i'm coming home soon,test-3974
can i use electronic devices in mexico without a socket converter,test-3975
what kinds of activities to you participate in during your free time,test-3976
is my visa bill over my limit this month,test-3977
when will i get my order,test-3978
i really gotta book a place to stay in phoenix from the 5th to the 9th of march,test-3979
go to whisper mode until this movie is over,test-3980
how much are my taxes for my income,test-3981
who do you take your orders from,test-3982
could you use the female voice,test-3983
can i get peppers instead of onions,test-3984
"will having my shots updated be a good idea, before i travel to south america",test-3985
can you tell me how much gas is in my tank,test-3986
could you help me locate my phone,test-3987
where is my gas tank located,test-3988
whats your age range,test-3989
can you tell me the routing number to pnc,test-3990
can you talk more slowly,test-3991
what are my health insurance benefits,test-3992
i have no idea where my luggage went!,test-3993
what is the process of setting up direct deposit,test-3994
volume set to 4,test-3995
i need help finding my luggage,test-3996
find out where i am on the map,test-3997
do you speak english,test-3998
turn whisper mode off,test-3999
i want to start calling you owen,test-4000
will we have to make reservations for roca,test-4001
"on my way to work, is there traffic",test-4002
how can i keep my credit score from falling,test-4003
i wanna know where to find a w2,test-4004
what time is today's meeting,test-4005
would you tell me if you are a human or are a computer,test-4006
tell me my routing number,test-4007
tell me how to apply for a credit card,test-4008
this charge is bs,test-4009
could you inform ann and scott of my location,test-4010
can you tell me where my item is,test-4011
what is the expiration date for those eg,test-4012
how many pounds are in 10 kilos,test-4013
will you please go on amazon so i can buy speakers,test-4014
i want an uber for one person to go to bank of america,test-4015
i cannot use my card cuz it's damaged,test-4016
why was my card not accepted,test-4017
what's on my list of things to remember,test-4018
can you link up with my phone,test-4019
text mark and tell him to leave now,test-4020
where the bleep did i put my bleeping phone,test-4021
change the code of my savings account to be 1234,test-4022
what is 400 times 2,test-4023
flip a coin i choose heads,test-4024
vaccines for my trip to cuba,test-4025
what is the day off request status please,test-4026
what do you enjoy doing in your off time,test-4027
how is the traffic at 9:00 on the way to detroit,test-4028
tell me the song that is currently playing,test-4029
where is my order now,test-4030
i need to know the proper spelling of curiosity,test-4031
what'd you say,test-4032
how much is alorie intake,test-4033
what's the exhange rate between mxn and gbp,test-4034
how do i adjust my credit limit,test-4035
i really want to know my todo list again thanks,test-4036
how would i say i love you if i were german,test-4037
go to upcoming song,test-4038
what's on my calendar on march 10th,test-4039
are there transaction fees for discover cards used in rome,test-4040
are there any shots i need to travel to karachi,test-4041
this process needs to stop,test-4042
i can't say,test-4043
pay my light bill,test-4044
my report card was stolen,test-4045
tell me my chase credit card's apr,test-4046
"coin flip, choose heads",test-4047
my bank needs to know about my traveling to georgia in europe,test-4048
"what's the right way to spell ""emolument",test-4049
am i supposed to buy milk,test-4050
"""where is improve the credit score",test-4051
book a car rental to miami florida today,test-4052
i was trying to buy food at publix but my card got declined,test-4053
how can you convert centimeters to inches,test-4054
is there traffic on my work route,test-4055
what is the shipping time for my card,test-4056
where would i find my luggage,test-4057
revert to original settings,test-4058
i want to rename you joe,test-4059
let me know when the replacement card will arrive,test-4060
what number of calories are in a pizza,test-4061
cancel my reservation for dinner tonight,test-4062
what's the french word you use for potato,test-4063
how much of my pto is gone,test-4064
let me know the process for new insurance,test-4065
how long does it take to cook steaks,test-4066
i'd like to start calling you buddy,test-4067
can you notify my bank that i will be traveling to mexico between march 1st and 15th,test-4068
what is the routing number for pnc,test-4069
i would like to check my rewards for my debit card,test-4070
how long does it take to make mashed potatoes,test-4071
what is the expiration date of my credit card,test-4072
what are the nutrition facts for peanut butter,test-4073
"i need to change my insurance policy, do you know how",test-4074
i don't want you synced to my phone anymore,test-4075
how do i share my location with kate and mike,test-4076
please give me some ideas of fun tourist activities to do while i am in paris,test-4077
where was it you were born,test-4078
get out of whisper mode,test-4079
i must know the the carry-on restrictions for american airlines,test-4080
speak in dutch,test-4081
what does yolo mean,test-4082
i think my luggage has been misplaced,test-4083
"at a minimum, what must i pay on my verizon bill",test-4084
are shots required before traveling to china,test-4085
i need you to find me a hotel with good reviews in phoenix,test-4086
what timezone do they use in arizona,test-4087
would i need a visa in taiwan,test-4088
tell me where i can find my exterminator bill's due date,test-4089
give me a list of ingredients for making pasta,test-4090
i would like to check my rewards for my credit card,test-4091
what's the name of the day today,test-4092
change to the woman voice,test-4093
what does assiduous mean,test-4094
can i do a reservation at sammy's crab shack,test-4095
please tell me the name that you have for me,test-4096
"does my card have an expiration date and if so, what is it",test-4097
how do i go about cooking a 10lb turkey,test-4098
would you tell me my bank balance,test-4099
what step should i take next if i lost my luggage,test-4100
reserve a table for 3 at 7 for olive garden,test-4101
switch voice option to female,test-4102
order all items on my shopping list,test-4103
check what is on my to-do list,test-4104
i need to put in a payment towards my phone bill,test-4105
what types of gas can i get for this car,test-4106
tell me the number of points on my visa card,test-4107
what day did i set on my calendar for the first day of school,test-4108
what do i go by,test-4109
make slower your speech,test-4110
i need to confirm the reservation for frank at chili's,test-4111
get a table for me at 7 for 3 people at olive garden,test-4112
what's the average review for olive garden,test-4113
who is in charge of you when you work,test-4114
how long do i boil eggs,test-4115
can you flip a coin for me,test-4116
i wish to know the next holiday,test-4117
can applebees take reservations,test-4118
do i need to get any shots before i travel to zimbabwe,test-4119
google find out what health plan i am under,test-4120
where is the nearest movie theater to time' square,test-4121
how healthy is rice,test-4122
i need to know how busy denny's is at 6 am,test-4123
i need to know what the point of life is,test-4124
is the bill due today,test-4125
talk faster,test-4126
put milk on my shopping list,test-4127
what is needed to cook lasagna,test-4128
tell me what the weather is looking like,test-4129
how's my amazon order doing,test-4130
please delete the reservation for roberts at village tavern,test-4131
are you able to remind me about something,test-4132
can you help me understand why my card got declined,test-4133
how many points earned do i have with my american express card,test-4134
my bill shows a purchase from payless shoes but i didn't buy anything,test-4135
what interest rate am i getting from nfcu,test-4136
when's the next day off,test-4137
what are the best places to get shrimp in chicago,test-4138
what is the title of the song we're listening to right now,test-4139
i need to call my boss,test-4140
i want you to connect to my handset,test-4141
what do my state taxes look like,test-4142
i do not recall the pin number to my card,test-4143
"no, that is a falsehood",test-4144
i need to be reminded to do something,test-4145
what do i have to do if i lost my luggage,test-4146
can you book a car rental today to new york city to philadelphia,test-4147
please sync up with my phone,test-4148
sync with my phone please,test-4149
i need to cancel my reservation for rob at red robin,test-4150
i gotta know how many points i have gotten with my debit card,test-4151
please tell me my todo list,test-4152
let me hear my slow songs,test-4153
show me my location,test-4154
i don't remember buying this,test-4155
what were the things that i wanted to remember,test-4156
"cancel my reservation for dinner this friday, please",test-4157
let me know the status of my american airlines flight,test-4158
please try to confirm my reservation for jim at barney's,test-4159
current location please,test-4160
what is the minimum payment on my water bill,test-4161
where do we get our w2 forms,test-4162
where is my current location,test-4163
please set an alarm,test-4164
do i have enough gas in my car to make it to dallas,test-4165
when will my next paycheck be coming,test-4166
what kind of insurance plan am i in,test-4167
what's the news with my delta flight,test-4168
how soon milk expires,test-4169
change this song please,test-4170
i accidentally deactivated the magnetic stripe on my visa debit card and i need to report it,test-4171
call my name,test-4172
can you confirm that i have a reservation for february 21 at 6 o'clock,test-4173
where's my phone at,test-4174
what's my salary for this year,test-4175
how do you make fried rice,test-4176
is it possible to read my to-do list again,test-4177
roger that,test-4178
give me a fun fact about dolphin,test-4179
whats my location,test-4180
what's the estimated travel time to get to dc via bus,test-4181
i want to fly to atlanta for under 300 from pittsburgh,test-4182
can you buy something,test-4183
does bj's take reservations,test-4184
give me some feedback about the pasta at piada please,test-4185
switch off whisper mode,test-4186
can you tell me about the meaning of life,test-4187
what is the carry-on policy for flights on delta airlines,test-4188
i need to know this song,test-4189
can you explain to me how i might boost my credit score,test-4190
i want to take the 8am meeting with sam on monday the 5th off my calendar,test-4191
can you please say that again,test-4192
when is my car's next oil change supposed to be,test-4193
"i want to rollover my 401k , can i",test-4194
when is the milk date before used,test-4195
if i lose my job will my credit score go down,test-4196
could you tell me what my credit score is,test-4197
is there a fee if i use my card in france,test-4198
please go ahead and change my name,test-4199
get me my slow sounds,test-4200
what is my credit card spending limit,test-4201
safety concerns for malaysia,test-4202
what is on my to-do list,test-4203
forget what i told you to do,test-4204
that isn't correct,test-4205
i want to know my income,test-4206
recipes for garlic bread please,test-4207
start calling me jake from now on,test-4208
should i have my shots up to date before i travel to the virgin islands,test-4209
show me some restaurants that have high reviews for eating out,test-4210
how do i get the form to file my taxes from my employer,test-4211
could you tell me my name,test-4212
i need to know traffic patterns heading to the george washington bridge from manhattan,test-4213
what sorts of vaccinations should i get prior to a trip to hong kong,test-4214
i wanna know my credit card's rewards balance,test-4215
that is so false,test-4216
am i due for an oil change yet,test-4217
do you take orders from someone else,test-4218
what is my health insurance,test-4219
can you not talk so fast,test-4220
"so, does it take long to get to dodger stadium in anaheim",test-4221
i need the conversion between a cup and a tablespoon,test-4222
set up a new reminder to alert me when it's time to put the trash out,test-4223
in what place are you originally from,test-4224
tell me where my gas tank is,test-4225
what was my recent transaction,test-4226
diy oil change and oil type,test-4227
i really need you to find me a hotel with good reviews in phoenix,test-4228
i would like to make a call to sal,test-4229
what is the expiration date for honey,test-4230
what is 100 multiplied by 55,test-4231
what are your hobbies in life,test-4232
make a call for me to the vet,test-4233
i want to talk to you about your hobbies,test-4234
is the marathon on friday added to my calendar,test-4235
how soon does my credit card expire,test-4236
how does one say wonderful in german,test-4237
i need an appointment for someone to check out my check engine light being on,test-4238
how much do you get when you roll an eight sided die,test-4239
use martins name to reserve a table at tropicana for 5 people at 8pm,test-4240
please speak a bit faster,test-4241
does pnc have a routing number,test-4242
where is the closest bathroom to the statue of liberty,test-4243
change all setting to original ones,test-4244
what kind of mileage am i getting,test-4245
when is my meeting with ann,test-4246
see you later,test-4247
let's hear a joke from you please,test-4248
when do you think i ought to change the oil in my car next,test-4249
your a bot aren't you,test-4250
"can you spell ""fragile"" for me",test-4251
what is the calorie count for this milkshake,test-4252
my tires should be changed when,test-4253
who should i talk to about the fact that i inadvertently split my card almost in half,test-4254
what kind of animals do you own,test-4255
"enjoy your day, goodbye",test-4256
what site can i get my w2,test-4257
please note vacuuming on my to do list,test-4258
when is the next day we have off,test-4259
as my visa got a high enough limit on it,test-4260
how much do i need to pay for my electricity and water bills,test-4261
rolls have how many calories,test-4262
what is the timezone for new york,test-4263
tell me what tomorrow's date is,test-4264
how much am i paid a year,test-4265
tell me the time in las vegas,test-4266
i would like to know how many points have i earned with my credit card,test-4267
where is the nearest circuit city,test-4268
does applebees take reservations,test-4269
what oil should i use for an oil change and how do i do it,test-4270
what did i want to remember,test-4271
"stop, just stop",test-4272
how much do i get paid,test-4273
find the nutrition info for bell peppers for me,test-4274
how many rewards points do i have on my rewards points i have on my mastercard,test-4275
i want to try a meal from ireland,test-4276
it is good to see you,test-4277
i want to change the oil in my car but i do not know how to do it can you help,test-4278
is there a way to alter my insurance policy,test-4279
how can i claim my rewards for my visa card,test-4280
are you a human or ai computer based,test-4281
can you tell me the current time in jamaica,test-4282
remind me to put gas in my car,test-4283
what time is it in the eastern timezone,test-4284
if i get a visa can i travel to japan,test-4285
my account needs to be frozen,test-4286
i need to know tomorrow's date,test-4287
please assist me in looking for my phone,test-4288
provide me with the knowledge of whether you are a human or are a computer,test-4289
i am not sure how to spell the word liaison,test-4290
what things are you able to help me with,test-4291
how old,test-4292
what percentage full is my gas tank,test-4293
nope that's not it,test-4294
let my bank know i actually am visiting brazil,test-4295
today is which day of the week,test-4296
what's the least i can pay this month,test-4297
is mr joes pizza available for a seating,test-4298
i'm looking for a meal that's from the asian cuisine,test-4299
either or,test-4300
what can i do to jump start my car,test-4301
do i have money in my wells fargo account for nike's,test-4302
i want you to flip a coin i choose heads,test-4303
